;"GERÊNCIA DE SUPRIMENTOS
LISTA DE ITENS VIGENTES EM ATAS E CONTRATOS - ATT 12/08/2026";;;;;;;;;;;
;COD. PRODUTO FLUIG;CONTRATO;ENTIDADE;STATUSCONTRATO;FORNECEDOR;DATA INICIO;DATA FIM;IDPRD RM;NOME FANTASIA;DESC. PRODUTO;R$ TOTAL CONTRATO;CNPJ
;569424;2026.0079;SENAI-DR/ES;VIGENTE;EFICACIA PROJETOS E CONSULTORIA LTDA;19/03/2026;19/03/2031;22749;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.500.000,00;06.301.115/0001-00
;569424;2026.0079;SESI-DR/ES;VIGENTE;EFICACIA PROJETOS E CONSULTORIA LTDA;19/03/2026;19/03/2031;22749;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.500.000,00;06.301.115/0001-00
;569424;2026.0091;SENAI-DR/ES;VIGENTE;NOS ARQUITETOS LTDA;18/03/2026;18/03/2031;22749;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.500.000,00;22.335.648/0001-51
;569424;2026.0091;SESI-DR/ES;VIGENTE;NOS ARQUITETOS LTDA;18/03/2026;18/03/2031;22749;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.500.000,00;22.335.648/0001-51
;575916;2026.0090;IEL/ES;VENCENDO;LCS CONSULTORIA E NEGOCIOS LTDA;17/03/2026;17/09/2026;29262;CONSULTORIA,TIPO:ESPECIALIZADA,EXTRA:SUPORTE E CAPACITACAO DA EQUIPE PARA APLICACAO DE METODOLOGIA DE PRODUTO OU SERVICO;CONSULTORIA,TIPO:ESPECIALIZADA,EXTRA:SUPORTE E CAPACITACAO DA EQUIPE PARA APLICACAO DE METODOLOGIA DE PRODUTO OU SERVICO;15.500,00;12.151.048/0001-80
;002175;2026.0069;SENAI-DR/ES;VIGENTE;62.421.742 GIOVANA PINCERNO SMEETS;16/03/2026;16/03/2029;21541;WORKSHOPS AREA, TIPO: DESENVOLVIMENTO DE COLABORADOR, COMPLEMENTO: INOVACAO;WORKSHOPS AREA, TIPO: DESENVOLVIMENTO DE COLABORADOR, COMPLEMENTO: INOVACAO;90.000,00;62.421.742/0001-48
;006850;2026.0069;SENAI-DR/ES;VIGENTE;62.421.742 GIOVANA PINCERNO SMEETS;16/03/2026;16/03/2029;6933;ASSESSORIA E CONSULTORIA EM INOVAÇÃO;ASSESSORIA E CONSULTORIA EM INOVAÇÃO;90.000,00;62.421.742/0001-48
;572674;2026.0062;SENAI-DR/ES;VIGENTE;JR ENGENHARIA LTDA;16/03/2026;16/03/2027;26016;CREDENCIAMENTO: OBRA ENGENHARIA;CREDENCIAMENTO: OBRA ENGENHARIA;2.050.424,02;19.173.497/0001-78
;572674;2026.0062;SESI-DR/ES;VIGENTE;JR ENGENHARIA LTDA;16/03/2026;16/03/2027;26016;CREDENCIAMENTO: OBRA ENGENHARIA;CREDENCIAMENTO: OBRA ENGENHARIA;2.050.424,02;19.173.497/0001-78
;002175;2026.0060;SENAI-DR/ES;VIGENTE;VIABILIZE PROJETOS E NEGOCIOS LTDA;13/03/2026;13/03/2029;21541;WORKSHOPS AREA, TIPO: DESENVOLVIMENTO DE COLABORADOR, COMPLEMENTO: INOVACAO;WORKSHOPS AREA, TIPO: DESENVOLVIMENTO DE COLABORADOR, COMPLEMENTO: INOVACAO;90.000,00;32.286.061/0001-53
;006850;2026.0060;SENAI-DR/ES;VIGENTE;VIABILIZE PROJETOS E NEGOCIOS LTDA;13/03/2026;13/03/2029;6933;ASSESSORIA E CONSULTORIA EM INOVAÇÃO;ASSESSORIA E CONSULTORIA EM INOVAÇÃO;90.000,00;32.286.061/0001-53
;559665;2026.0092;FINDES;VIGENTE;BHD COMUNICAÇÃO E MARKETING LTDA;12/03/2026;12/03/2027;12977;ASSESSORIA E CONSULTORIA EM GESTÃO DE TECNOLOGIA DA INFORMAÇÃO;ASSESSORIA E CONSULTORIA EM GESTÃO DE TECNOLOGIA DA INFORMAÇÃO;3.750,00;14.908.137/0001-53
;559665;2026.0089;FINDES;VIGENTE;BHD COMUNICAÇÃO E MARKETING LTDA;12/03/2026;12/01/2027;12977;ASSESSORIA E CONSULTORIA EM GESTÃO DE TECNOLOGIA DA INFORMAÇÃO;ASSESSORIA E CONSULTORIA EM GESTÃO DE TECNOLOGIA DA INFORMAÇÃO;75.000,00;14.908.137/0001-53
;007366;2026.0086;IEL/ES;VIGENTE;MARTHA PIZZOL BERNABE 10585722706;12/03/2026;12/03/2027;7479;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;6.800,00;23.344.762/0001-00
;007366;2026.0084;IEL/ES;VIGENTE;SPERO CONSULTORIA & SERVICOS LTDA;12/03/2026;12/03/2027;7479;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;14.000,00;27.480.811/0001-93
;007366;2026.0087;IEL/ES;VIGENTE;ZENILTE RAMOS DA CUNHA JUNIOR;11/03/2026;11/03/2027;7479;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;12.000,00;56.022.792/0001-50
;007366;2026.0082;IEL/ES;VIGENTE;59.441.636 VANESSA MIRANDA DE MORAES;10/03/2026;10/03/2027;7479;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;TECNICO EM EDUCACAO PROFISSIONAL, COMPLEMENTO: SERVICOS;12.000,00;59.441.636/0001-11
;564580;2026.0061;SENAI-DR/ES;VIGENTE;PLANETA FARDA;10/03/2026;10/03/2027;17466;JALECO UNISSEX, COMPLEMENTO: MANGA CURTA TECIDO MICRO FIBRA;JALECO UNISSEX, COMPLEMENTO: MANGA CURTA TECIDO MICRO FIBRA;186.897,00;12.274.495/0001-26
;578823;2026.0061;SESI-DR/ES;VIGENTE;PLANETA FARDA;10/03/2026;10/03/2027;32062;JALECO,TECIDO: MICRO0 FIBRA,COMPOSICAO:100%POLIESTER,GRAMATURA:150G/M2,BOTAO:4,MANGA:CURTA;"JALECO,TECIDO: MICRO0 FIBRA,COMPOSICAO:100%POLIESTER,GRAMATURA:150G/M2,BOTAO:4,MANGA:CURTA
";186.897,00;12.274.495/0001-26
;562810;2026.0081;SESI-DR/ES;VIGENTE;33.370.286 ADRIANA JENNER GOMES DE ABREU;09/03/2026;09/03/2027;15688;ASSESSORIA E CONSULTORIA EM COMUNICACAO;ASSESSORIA E CONSULTORIA EM COMUNICACAO;42.000,00;33.370.286/0001-56
;557301;2026.0077;IEL/ES;VIGENTE;FOCO AMBIENTAL ASSESSORIA E CONSULTORIA LTDA;09/03/2026;30/04/2027;10591;ASSESSORIA E CONSULTORIA EM GESTAO EMPRESARIAL;ASSESSORIA E CONSULTORIA EM GESTAO EMPRESARIAL;35.000,00;19.376.239/0001-99
;009101;2026.0074;SENAI-DR/ES;VIGENTE;ESCOLA DO CAOS CONSULTORIA EM APRENDIZAGEM E INOVACAO LTDA;06/03/2026;06/03/2027;9110;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;650.000,00;23.360.956/0001-08
;009101;2026.0074;SESI-DR/ES;VIGENTE;ESCOLA DO CAOS CONSULTORIA EM APRENDIZAGEM E INOVACAO LTDA;06/03/2026;06/03/2027;9110;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;650.000,00;23.360.956/0001-08
;002175;2026.0057;SENAI-DR/ES;VIGENTE;MARLIN INVEST;06/03/2026;06/03/2029;21541;WORKSHOPS AREA, TIPO: DESENVOLVIMENTO DE COLABORADOR, COMPLEMENTO: INOVACAO;WORKSHOPS AREA, TIPO: DESENVOLVIMENTO DE COLABORADOR, COMPLEMENTO: INOVACAO;90.000,00;31.882.455/0001-01
;006850;2026.0057;SENAI-DR/ES;VIGENTE;MARLIN INVEST;06/03/2026;06/03/2029;6933;ASSESSORIA E CONSULTORIA EM INOVAÇÃO;ASSESSORIA E CONSULTORIA EM INOVAÇÃO;90.000,00;31.882.455/0001-01
;557302;2026.0075;CINDES;VIGENTE;STUDIO ZOOM;05/03/2026;05/03/2027;10592;SERVICO FOTOGRAFICO, COMPLEMENTO: SERVICOS FOTOGRAFICOS;SERVICO FOTOGRAFICO, COMPLEMENTO: SERVICOS FOTOGRAFICOS;8.350,00;50.187.014/0001-34
;557753;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;11049;RADIOLOGIA RAIO X COM LAUDO;RADIOLOGIA RAIO X COM LAUDO;110.000,00;43.412.981/0001-97
;556143;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;110.000,00;43.412.981/0001-97
;558873;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12169;Credenciamento - Psicologia;Credenciamento - Psicologia;110.000,00;43.412.981/0001-97
;558831;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12127;Credenciamento - Fonoaudiólogo;Credenciamento - Fonoaudiólogo;110.000,00;43.412.981/0001-97
;558867;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12163;Credenciamento - Pneumologia;Credenciamento - Pneumologia;110.000,00;43.412.981/0001-97
;558868;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12164;Credenciamento - Oftalmologia;Credenciamento - Oftalmologia;110.000,00;43.412.981/0001-97
;558865;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12161;Credenciamento - Cardiologia;Credenciamento - Cardiologia;110.000,00;43.412.981/0001-97
;558870;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12166;Credenciamento - Neurologia;Credenciamento - Neurologia;110.000,00;43.412.981/0001-97
;558844;2026.0073;SESI-DR/ES;VIGENTE;HST VV MEDICINA E SEGURANCA DO TRABALHO;05/03/2026;05/03/2031;12140;CREDENCIAMENTO MEDICINA DO TRABALHO, TIPO: CONSULTA OCUPACIONAL (ADMISSIONAL, PERIODICO, RETORNO AO TRABALHO, MUDANCA DE;CREDENCIAMENTO MEDICINA DO TRABALHO, TIPO: CONSULTA OCUPACIONAL (ADMISSIONAL, PERIODICO, RETORNO AO TRABALHO, MUDANCA DE FUNCAO, DEMISSIONAL, COMPLEMENTAR, AVALIACAO MEDICA PPR), COMPLEMENTO: (ADM TRAB DEM MED;110.000,00;43.412.981/0001-97
;563766;2026.0072;IEL/ES;VIGENTE;OSIRIS COMERCIO E SERVICOS LTDA;05/03/2026;05/03/2027;16645;ENCADERNACAO, TIPO: ESPIRAL, FOLHA: ACIMA 200 FOLHAS, TAMANHO: A4, COMPLEMENTO: CAPA E CONTRA CAPA;ENCADERNACAO, TIPO: ESPIRAL, FOLHA: ACIMA 200 FOLHAS, TAMANHO: A4, COMPLEMENTO: CAPA E CONTRA CAPA;66.602,00;05.388.792/0001-37
;563765;2026.0072;IEL/ES;VIGENTE;OSIRIS COMERCIO E SERVICOS LTDA;05/03/2026;05/03/2027;16644;ENCADERNACAO, TIPO: ESPIRAL, FOLHA: ATE 200, TAMANHO: A4, COMPLEMENTO: CAPA E CONTRA CAPA;ENCADERNACAO, TIPO: ESPIRAL, FOLHA: ATE  200, TAMANHO: A4, COMPLEMENTO: CAPA E CONTRA CAPA;66.602,00;05.388.792/0001-37
;572902;2026.0072;IEL/ES;VIGENTE;OSIRIS COMERCIO E SERVICOS LTDA;05/03/2026;05/03/2027;26244;SERVICO DE IMPRESSAO  - TAMANHO A4 - COLORIDA (FRENTE E VERSO)  FORMATO A4, 210X297MM, IMPRESSAO EM PAPEL OFFSET 75 G/M;"SERVICO DE IMPRESSAO  - TAMANHO A4 - COLORIDA (FRENTE E VERSO) FORMATO A4, 210X297MM, IMPRESSAO EM PAPEL OFFSET 75 G/M, 4X4, TINTA: ESCALA (CMYK)
";66.602,00;05.388.792/0001-37
;569409;2026.0072;IEL/ES;VIGENTE;OSIRIS COMERCIO E SERVICOS LTDA;05/03/2026;05/03/2027;22734;SERVICO COPIAS, COMPLEMENTO: (MIOLO APOSTILAS) FORMULARIO FECHADO 210 X 297MM OFFSET OU LASER 75G M2 COR PRETO FRENTE VE;SERVICO COPIAS, COMPLEMENTO: (MIOLO APOSTILAS) FORMULARIO FECHADO 210 X 297MM OFFSET OU LASER 75G M2 COR PRETO FRENTE VERSO;66.602,00;05.388.792/0001-37
;569408;2026.0072;IEL/ES;VIGENTE;OSIRIS COMERCIO E SERVICOS LTDA;05/03/2026;05/03/2027;22733;SERVICO CAPA, COMPLEMENTO: CONTRACAPA APOSTILAS FORMULARIO ABERTO 420X297MM FORMULARIO FECHADO 210X297 75G M2 4X0 CORES;SERVICO CAPA, COMPLEMENTO: CONTRACAPA APOSTILAS FORMULARIO ABERTO 420X297MM FORMULARIO FECHADO 210X297 75G M2 4X0 CORES;66.602,00;05.388.792/0001-37
;569407;2026.0072;IEL/ES;VIGENTE;OSIRIS COMERCIO E SERVICOS LTDA;05/03/2026;05/03/2027;22732;SERVICO CAPA, COMPLEMENTO: CONTRA APOSTILAS FORMULARIO ABERTO 420X297MM FORMULARIO FECHADO 210X297 250G M2 4X0 CORES;SERVICO CAPA, COMPLEMENTO: CONTRA APOSTILAS FORMULARIO ABERTO 420X297MM FORMULARIO FECHADO 210X297 250G M2 4X0 CORES;66.602,00;05.388.792/0001-37
;556435;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;9762;SOQUETE EM POLICARBONATO PARA LÂMPADA FLUORESCENTE;SOQUETE EM POLICARBONATO PARA LÂMPADA FLUORESCENTE;1.120.698,33;46.262.789/0001-50
;556729;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;9999;PLAFONIER PVC, COMPLEMENTO: E-27;PLAFONIER PVC, COMPLEMENTO: E-27;1.120.698,33;46.262.789/0001-50
;578016;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31366;FONTE,TIPO:DRIVER,LED:40W,TENSAO ENTRADA:240V,TENSAO SAIDA:120V,CORRENTE SAIDA:900MA;FONTE,TIPO:DRIVER,LED:40W,TENSAO ENTRADA:240V,TENSAO SAIDA:120V,CORRENTE SAIDA:900MA;1.120.698,33;46.262.789/0001-50
;578014;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31364;FONTE,TIPO:DRIVER,LED:25W,TENSAO ENTRADA: 240VAC,TENSAO SAIDA:72V,CORRENTE SAIDA:700MA;FONTE,TIPO:DRIVER,LED:25W,TENSAO ENTRADA: 240VAC,TENSAO SAIDA:72V,CORRENTE SAIDA:700MA;1.120.698,33;46.262.789/0001-50
;578015;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31365;FONTE,TIPO:DRIVER,LED:18W,POTENCIA SAIDA:18W,TENSAO ENTRADA:240V,TENSAO SAIDA:48V;FONTE,TIPO:DRIVER,LED:18W,POTENCIA SAIDA:18W,TENSAO ENTRADA:240V,TENSAO SAIDA:48V;1.120.698,33;46.262.789/0001-50
;556474;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;9801;RELE FOTOCELULA, COMPLEMENTO: POTENCIA 1000 WATTS TENSAO 220 VOLTS;RELE FOTOCELULA, COMPLEMENTO: POTENCIA 1000 WATTS TENSAO 220 VOLTS;1.120.698,33;46.262.789/0001-50
;556467;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;9794;RELE FOTOCELULA, COMPLEMENTO: POTENCIA 1000 WATTS TENSAO ALIMENTACAO 127 VOLTS;RELE FOTOCELULA, COMPLEMENTO: POTENCIA 1000 WATTS TENSAO ALIMENTACAO 127 VOLTS;1.120.698,33;46.262.789/0001-50
;559371;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;12752;SENSOR DE PRESENCA BIVOLT DE PAREDE COM FOTOCELULA PARA QUALQUER TIPO DE LAMPADA POTENCIA MAXIMA *1000* W, USO INTERNO;SENSOR DE PRESENCA BIVOLT DE PAREDE COM FOTOCELULA PARA QUALQUER TIPO DE LAMPADA POTENCIA MAXIMA *1000* W, USO INTERNO;1.120.698,33;46.262.789/0001-50
;556730;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;10000;SENSOR PRESENCA, COMPLEMENTO: INFRAVERMELHO;SENSOR PRESENCA, COMPLEMENTO: INFRAVERMELHO;1.120.698,33;46.262.789/0001-50
;573674;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;27016;LUMINARIA, TIPO: BALIZADOR EMBUTIR, LAMPADA: LED, POTENCIA: 5W, TEMPERATURA: 3000K, COR: BRANCA, MEDIDA: 5X8X4CM;LUMINARIA, TIPO: BALIZADOR EMBUTIR, LAMPADA: LED, POTENCIA: 5W, TEMPERATURA: 3000K, COR: BRANCA, MEDIDA: 5X8X4CM;1.120.698,33;46.262.789/0001-50
;574533;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;27819;LUMINARIA, MODELO: SPOT LUMICENTER SR19-G LED, COR: BRANCO, TENSAO: 100A, VOLTAGEM: 250V, FREQUENCIA: 50/60HZ, POT: 9,5W;LUMINARIA, MODELO: SPOT LUMICENTER SR19-G LED, COR: BRANCO, TENSAO: 100A, VOLTAGEM: 250V, FREQUENCIA: 50/60HZ, POT: 9,5W;1.120.698,33;46.262.789/0001-50
;569017;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;22295;SPOT REDONDO DE EMBUTIR PARA LAMPADA DICROICA, POTENCIA: 9W, QUENTE 3000K, BRANCO, BIVOLT;SPOT REDONDO DE EMBUTIR PARA LAMPADA DICROICA, POTENCIA: 9W, QUENTE 3000K, BRANCO, BIVOLT;1.120.698,33;46.262.789/0001-50
;578195;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31534;SPOT,TIPO:TRILHO ELETRICO,COR:PRETO,FORMATO:CILINDRICO,POTENCIA:35W,COMPLEMENTO:LED ORIENTAVEL;SPOT,TIPO:TRILHO ELETRICO,COR:PRETO,FORMATO:CILINDRICO,POTENCIA:35W,COMPLEMENTO:LED ORIENTAVEL;1.120.698,33;46.262.789/0001-50
;578194;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31533;SPOT,TIPO:TRILHO ELETRIFICADO,COR:BRANCO,POTENCIA:35W,COMPLEMENTO:LED ORIENTAVEL;SPOT,TIPO:TRILHO ELETRIFICADO,COR:BRANCO,POTENCIA:35W,COMPLEMENTO:LED ORIENTAVEL;1.120.698,33;46.262.789/0001-50
;578204;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31543;PAINEL LED,TIPO:EMBUTIR,FORMATO:REDONDO,POTENCIA:12W,COR:BRANCO,DIAMETRO:10CM,ESPESSURA:3CM;"PAINEL LED,TIPO:EMBUTIR,FORMATO:REDONDO,POTENCIA:12W,COR:BRANCO,DIAMETRO:10CM,ESPESSURA:3CM
";1.120.698,33;46.262.789/0001-50
;561370;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;14699;LUMINARIA DE LED SLIM, TIPO: PLAFON , POTENCIA: 18W, DIAMETRO: 22 CM;LUMINARIA DE LED SLIM, TIPO: PLAFON , POTENCIA: 18W, DIAMETRO: 22 CM;1.120.698,33;46.262.789/0001-50
;578021;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31371;LUMINARIA LED,TIPO:SOBREPOR,FORMATO:REDONDA,POTENCIA:24W,DIMENSOES:24X24X4CM,FLUXO LUMINOSO:1.800LUMENS;LUMINARIA LED,TIPO:SOBREPOR,FORMATO:REDONDA,POTENCIA:24W,DIMENSOES:24X24X4CM,FLUXO LUMINOSO:1.800LUMENS;1.120.698,33;46.262.789/0001-50
;578205;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31544;PAINEL LED,TIPO:EMBUTIR,FORMATO:RETANGULAR,POTENCIA:36W,COR:BRANCO,DIMENSOES:60X30X3CM;PAINEL LED,TIPO:EMBUTIR,FORMATO:RETANGULAR,POTENCIA:36W,COR:BRANCO,DIMENSOES:60X30X3CM;1.120.698,33;46.262.789/0001-50
;578197;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31536;LUMINARIA LED,TIPO:PAINEL DE EMBUTIR,POTENCIA:40W,FORMATO:QUADRADO,DIMENSOES:625X625X1015MM,COR:BRANCO;LUMINARIA LED,TIPO:PAINEL DE EMBUTIR,POTENCIA:40W,FORMATO:QUADRADO,DIMENSOES:625X625X1015MM,COR:BRANCO;1.120.698,33;46.262.789/0001-50
;568913;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;22108;LUMINARIA LED 40W;LUMINARIA LED 40W EMB.62X62 40W/6000K BR;1.120.698,33;46.262.789/0001-50
;578203;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31542;PAINEL LED,TIPO:EMBUTIR,FORMATO:QUADRADO,POTENCIA:36W,DIMENSOES:61X61X10CM,COR:BRANCO;PAINEL LED,TIPO:EMBUTIR,FORMATO:QUADRADO,POTENCIA:36W,DIMENSOES:61X61X10CM,COR:BRANCO;1.120.698,33;46.262.789/0001-50
;578201;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31540;PAINEL LED,TIPO:SOBREPOR SLIM,FORMATO:QUADRADO,POTENCIA:36W,COR:BRANCO,DIMENSOES:58X58X9CM;PAINEL LED,TIPO:SOBREPOR SLIM,FORMATO:QUADRADO,POTENCIA:36W,COR:BRANCO,DIMENSOES:58X58X9CM;1.120.698,33;46.262.789/0001-50
;578200;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31539;PAINEL LED,TPO:SOBREPOR SLIM,FORMATO:QUADRADO,POTENCIA:24W,COR:BRANCO,DIMENSOES:30X30X2CM;"PAINEL LED,TPO:SOBREPOR SLIM,FORMATO:QUADRADO,POTENCIA:24W,COR:BRANCO,DIMENSOES:30X30X2CM
";1.120.698,33;46.262.789/0001-50
;578198;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31537;LUMINARIA DE LED,TIPO:EMBUTIR,POTENCIA:18,5W,FORMATO:QUADRADO,DIMENSOES:300X300MM,COR:BRANCO;LUMINARIA DE LED,TIPO:EMBUTIR,POTENCIA:18,5W,FORMATO:QUADRADO,DIMENSOES:300X300MM,COR:BRANCO;1.120.698,33;46.262.789/0001-50
;578020;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31370;PAINEL LED,TIPO:SOBREPOR,FORMATO:QUADRADA,POTENCIA:18W,FLUXO:1200LUMENS,TEMPERATURA COR:6500K,DIMENSOES:22X22X4CM;PAINEL LED,TIPO:SOBREPOR,FORMATO:QUADRADA,POTENCIA:18W,FLUXO:1200LUMENS,TEMPERATURA COR:6500K,DIMENSOES:22X22X4CM;1.120.698,33;46.262.789/0001-50
;571510;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;24857;LUMINARIA LED EMBUTIR;LUMINARIA EMBUTIR LED 20X20 18W 6500K BIVOLT;1.120.698,33;46.262.789/0001-50
;568914;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;22109;LUMINARIA LED 18W;EMB.20X20 18W/6500K BR;1.120.698,33;46.262.789/0001-50
;562510;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;15388;LUMINARIA LED SOB. 20X20 18W;LUMINARIA LED SOB. 20X20 18W;1.120.698,33;46.262.789/0001-50
;578090;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;31429;REFLETOR LED,TIPO:HOLOFOTE,PORENCIA:600W,COMPLEMENTO:RGB SMD COLORIDO COM CONTROLE E PROVA D'AGUA;REFLETOR LED,TIPO:HOLOFOTE,PORENCIA:600W,COMPLEMENTO:RGB SMD COLORIDO COM CONTROLE E PROVA D'AGUA;1.120.698,33;46.262.789/0001-50
;562567;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;15445;REFLETOR RETANGULAR, COMPLEMENTO: 400W;REFLETOR RETANGULAR, COMPLEMENTO: 400W;1.120.698,33;46.262.789/0001-50
;572864;2026.0067;CONEF;CADASTRANDO;ELETRO AGORA COMERCIO DE MATERIAL ELETRICO LTDA;05/03/2026;05/09/2026;26206;REFLETORES LED 300W  6500K;"ITEM : REFLETORES LED POTENCIA - 300W E TEMPERATURA DA COR: 6.500K. 
INTEM DE COMPRA PARA MANUTENCAO PREDIAL. GERA DESPESA (CONTAS A PAGAR)

ESPECIFICACOES:
REFLETOR LED 
POTENCIA: 300W
COR DA LUZ: BRANCO";1.120.698,33;46.262.789/0001-50
